Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN27220,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100,0,Not_Canceled
INN27221,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,Not_Canceled
INN27222,2,0,0,3,Meal Plan 1,0,Room_Type 4,113,2018,12,27,Online,0,0,0,114.9,0,Canceled
INN27223,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled
INN27224,2,0,0,1,Not Selected,0,Room_Type 1,12,2018,1,15,Online,0,0,0,75,0,Not_Canceled
INN27225,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
INN27226,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109,0,Not_Canceled
INN27227,3,0,2,4,Meal Plan 1,0,Room_Type 4,65,2018,7,8,Online,0,0,0,146.1,4,Not_Canceled
INN27228,2,0,0,4,Meal Plan 1,0,Room_Type 1,72,2018,3,16,Online,0,0,0,78.2,1,Canceled
INN27229,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
INN27230,1,0,0,2,Meal Plan 1,1,Room_Type 1,0,2018,10,5,Corporate,0,0,0,65,1,Not_Canceled
INN27231,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Canceled
INN27232,2,2,1,2,Meal Plan 1,0,Room_Type 6,83,2018,3,25,Online,0,0,0,168.3,0,Canceled
INN27233,2,0,0,4,Meal Plan 1,0,Room_Type 4,3,2018,10,12,Online,0,0,0,175,3,Not_Canceled
INN27234,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN27235,2,0,2,5,Meal Plan 1,0,Room_Type 1,72,2017,7,8,Online,0,0,0,76.5,1,Canceled
INN27236,1,0,1,2,Meal Plan 1,0,Room_Type 5,199,2018,9,12,Corporate,0,0,0,106,0,Canceled
INN27237,2,0,2,0,Meal Plan 1,0,Room_Type 1,60,2018,7,10,Offline,0,0,0,72.25,0,Not_Canceled
INN27238,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,4,6,Corporate,0,0,0,104,0,Not_Canceled
INN27239,2,0,2,2,Not Selected,0,Room_Type 1,213,2018,10,1,Online,0,0,0,92.65,0,Canceled
INN27240,2,0,1,4,Meal Plan 1,0,Room_Type 1,287,2018,10,19,Online,0,0,0,90.95,1,Not_Canceled
INN27241,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,6,16,Corporate,0,0,0,95,0,Not_Canceled
INN27242,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,11,26,Corporate,0,0,0,88,0,Not_Canceled
INN27243,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,10,30,Online,0,0,0,138.5,2,Not_Canceled
INN27244,2,0,0,4,Meal Plan 1,0,Room_Type 1,175,2018,10,4,Offline,0,0,0,82.28,0,Canceled
INN27245,1,0,0,1,Not Selected,0,Room_Type 1,15,2018,6,14,Online,0,0,0,89,1,Not_Canceled
INN27246,2,0,0,3,Not Selected,0,Room_Type 1,161,2018,3,15,Online,0,0,0,60.98,1,Not_Canceled
INN27247,2,0,2,5,Meal Plan 1,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,80,0,Canceled
INN27248,2,0,0,1,Meal Plan 1,0,Room_Type 4,8,2018,9,17,Online,0,0,0,184,0,Not_Canceled
INN27249,3,0,1,1,Meal Plan 1,0,Room_Type 1,169,2018,8,22,Online,0,0,0,137.7,0,Canceled
INN27250,2,0,2,1,Meal Plan 1,0,Room_Type 1,56,2018,9,10,Online,0,0,0,135.9,0,Canceled
INN27251,2,0,1,1,Meal Plan 1,0,Room_Type 1,53,2018,7,18,Online,0,0,0,114.3,0,Not_Canceled
INN27252,2,0,1,0,Meal Plan 1,0,Room_Type 1,34,2017,10,18,Offline,0,0,0,76.5,0,Not_Canceled
INN27253,1,0,0,4,Meal Plan 2,1,Room_Type 1,58,2017,12,23,Offline,0,0,0,56.6,0,Not_Canceled
INN27254,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN27255,2,0,0,2,Meal Plan 1,0,Room_Type 1,91,2018,5,10,Offline,0,0,0,75,0,Canceled
INN27256,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95,0,Canceled
INN27257,2,0,0,3,Not Selected,0,Room_Type 1,4,2017,9,30,Online,0,0,0,139.33,1,Not_Canceled
INN27258,3,0,0,2,Meal Plan 1,0,Room_Type 4,29,2018,10,5,Online,0,0,0,186.2,3,Not_Canceled
INN27259,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,Not_Canceled
INN27260,2,0,0,3,Not Selected,0,Room_Type 1,155,2018,7,7,Online,0,0,0,103.5,0,Canceled
INN27261,1,0,0,1,Meal Plan 1,0,Room_Type 5,1,2018,9,22,Online,0,0,0,188,0,Not_Canceled
INN27262,1,0,1,1,Not Selected,0,Room_Type 1,96,2018,10,3,Online,0,0,0,108,3,Not_Canceled
INN27263,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,76.67,0,Not_Canceled
INN27264,1,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,59,0,Not_Canceled
INN27265,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,2018,9,26,Offline,0,0,0,86,0,Not_Canceled
INN27266,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2017,12,30,Offline,0,0,0,70,0,Not_Canceled
INN27267,2,0,1,1,Meal Plan 1,0,Room_Type 1,167,2018,7,25,Offline,0,0,0,72.25,1,Not_Canceled
INN27268,2,0,1,4,Meal Plan 1,0,Room_Type 1,53,2018,11,21,Online,0,0,0,88.4,1,Not_Canceled
INN27269,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,9,20,Online,0,0,0,168.3,0,Canceled
INN27270,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,0,0,0,97.2,2,Not_Canceled
INN27271,2,0,2,2,Not Selected,0,Room_Type 1,164,2018,9,4,Online,0,0,0,116.1,0,Canceled
INN27272,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,96,0,Not_Canceled
INN27273,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,12,10,Online,1,1,0,0,0,Not_Canceled
INN27274,1,0,0,2,Meal Plan 1,1,Room_Type 1,6,2018,7,6,Corporate,1,0,10,67,1,Not_Canceled
INN27275,1,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,11,14,Corporate,0,0,0,65,0,Not_Canceled
INN27276,2,1,1,2,Meal Plan 1,0,Room_Type 1,58,2018,11,11,Online,0,0,0,124.67,3,Not_Canceled
INN27277,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN27278,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,5,27,Online,0,0,0,140.4,0,Canceled
INN27279,2,1,1,1,Meal Plan 1,0,Room_Type 1,8,2018,10,29,Online,0,0,0,170,2,Not_Canceled
INN27280,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73,0,Not_Canceled
INN27281,2,0,0,1,Not Selected,0,Room_Type 1,159,2018,8,5,Online,0,0,0,94.5,0,Canceled
INN27282,2,0,0,1,Not Selected,0,Room_Type 1,26,2018,11,11,Online,0,0,0,100,0,Canceled
INN27283,2,0,1,2,Not Selected,0,Room_Type 1,79,2018,12,9,Online,0,0,0,79.2,2,Not_Canceled
INN27284,2,0,1,3,Meal Plan 2,0,Room_Type 1,64,2018,10,17,Online,0,0,0,153,0,Canceled
INN27285,2,0,2,0,Not Selected,1,Room_Type 1,54,2017,12,27,Online,0,0,0,85.5,1,Not_Canceled
INN27286,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61,0,Canceled
INN27287,1,0,1,3,Meal Plan 1,0,Room_Type 4,96,2018,3,24,Online,0,0,0,99.45,0,Not_Canceled
INN27288,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90,0,Canceled
INN27289,2,1,1,2,Not Selected,0,Room_Type 1,110,2018,5,2,Online,0,0,0,68.04,1,Not_Canceled
INN27290,2,0,1,4,Meal Plan 1,0,Room_Type 1,34,2018,2,17,Offline,0,0,0,66,1,Not_Canceled
INN27291,2,0,2,2,Meal Plan 1,0,Room_Type 1,177,2018,7,31,Online,0,0,0,99.45,1,Not_Canceled
INN27292,2,0,0,3,Meal Plan 1,0,Room_Type 4,82,2018,9,15,Online,0,0,0,149.4,1,Canceled
INN27293,2,1,0,1,Meal Plan 1,0,Room_Type 1,36,2018,3,24,Online,0,0,0,115.2,0,Canceled
INN27294,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,2018,11,11,Online,0,0,0,130,1,Not_Canceled
INN27295,2,1,0,2,Meal Plan 1,0,Room_Type 4,50,2018,4,21,Online,0,0,0,146.7,1,Not_Canceled
INN27296,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,12,29,Online,0,0,0,120,1,Not_Canceled
INN27297,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2018,3,22,Online,0,0,0,79.2,0,Not_Canceled
INN27298,2,0,1,1,Meal Plan 2,0,Room_Type 4,45,2018,3,12,Online,0,0,0,129.6,1,Not_Canceled
INN27299,2,0,2,2,Meal Plan 1,0,Room_Type 4,212,2018,11,20,Online,0,0,0,86.7,0,Canceled
INN27300,2,1,0,3,Meal Plan 1,0,Room_Type 1,192,2018,8,9,Online,0,0,0,121.5,1,Canceled
INN27301,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN27302,2,0,0,1,Meal Plan 2,0,Room_Type 1,71,2018,10,18,Online,0,0,0,153,2,Not_Canceled
INN27303,1,0,0,1,Meal Plan 1,0,Room_Type 1,66,2018,9,7,Online,0,0,0,92.7,0,Canceled
INN27304,2,0,0,2,Meal Plan 1,0,Room_Type 4,240,2018,9,30,Online,0,0,0,140.4,0,Canceled
INN27305,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
INN27306,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN27307,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120,0,Not_Canceled
INN27308,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN27309,2,0,0,1,Not Selected,0,Room_Type 1,62,2018,5,25,Online,0,0,0,116.1,1,Not_Canceled
INN27310,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,5,2,Online,0,0,0,140.4,1,Canceled
INN27311,1,0,0,1,Meal Plan 1,0,Room_Type 5,2,2017,11,11,Offline,0,0,0,90,0,Not_Canceled
INN27312,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120,0,Canceled
INN27313,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN27314,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,3,3,Online,0,0,0,78.3,0,Canceled
INN27315,2,0,0,3,Not Selected,0,Room_Type 1,122,2018,5,17,Online,0,0,0,94.5,0,Not_Canceled
INN27316,2,0,0,1,Meal Plan 1,0,Room_Type 4,61,2018,5,28,Online,0,0,0,140.4,0,Canceled
INN27317,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130,0,Not_Canceled
INN27318,2,1,1,1,Meal Plan 1,0,Room_Type 1,133,2018,7,11,Online,0,0,0,126,0,Not_Canceled
INN27319,2,2,1,2,Meal Plan 1,0,Room_Type 6,37,2018,8,22,Online,0,0,0,207.9,2,Not_Canceled
INN27320,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN27321,2,2,1,2,Meal Plan 1,0,Room_Type 6,91,2018,5,6,Online,0,0,0,198.9,0,Canceled
INN27322,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Canceled
INN27323,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,Canceled
INN27324,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,12,28,Online,0,0,0,74.69,1,Not_Canceled
INN27325,2,0,2,5,Meal Plan 1,0,Room_Type 1,148,2018,7,25,Online,0,0,0,105.96,1,Not_Canceled
INN27326,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN27327,2,0,1,1,Not Selected,0,Room_Type 1,91,2018,4,9,Online,0,0,0,58.9,1,Not_Canceled
INN27328,2,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,10,17,Offline,0,0,0,90.95,1,Not_Canceled
INN27329,2,2,2,1,Meal Plan 1,0,Room_Type 6,12,2018,12,10,Online,0,0,0,176.33,0,Not_Canceled
INN27330,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN27331,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70,1,Not_Canceled
INN27332,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,80,0,Canceled
INN27333,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64,0,Not_Canceled
INN27334,3,0,0,3,Meal Plan 1,0,Room_Type 4,103,2018,7,14,Online,0,0,0,137.7,1,Not_Canceled
INN27335,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,2,25,Offline,0,0,0,69,0,Not_Canceled
INN27336,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87,0,Not_Canceled
INN27337,2,0,1,2,Meal Plan 1,0,Room_Type 1,156,2017,10,9,Online,0,0,0,89.25,1,Not_Canceled
INN27338,2,0,0,4,Meal Plan 1,0,Room_Type 1,3,2017,9,8,Online,0,0,0,124,0,Not_Canceled
INN27339,3,0,0,3,Meal Plan 1,0,Room_Type 4,79,2018,4,28,Online,0,0,0,149.1,1,Not_Canceled
INN27340,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN27341,2,0,0,4,Meal Plan 1,0,Room_Type 1,228,2018,10,5,Online,0,0,0,102.85,1,Canceled
INN27342,3,0,2,3,Meal Plan 1,0,Room_Type 4,33,2017,10,25,Offline,0,0,0,105,1,Not_Canceled
INN27343,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Canceled
INN27344,2,0,1,4,Meal Plan 1,0,Room_Type 1,203,2018,8,8,Online,0,0,0,65.49,1,Not_Canceled
INN27345,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,13,Offline,0,0,0,85,0,Not_Canceled
INN27346,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Online,0,0,0,6,0,Not_Canceled
INN27347,1,0,0,3,Meal Plan 1,0,Room_Type 1,9,2018,3,1,Online,0,0,0,71.84,1,Not_Canceled
INN27348,1,0,0,1,Meal Plan 2,0,Room_Type 1,3,2018,4,9,Complementary,0,0,0,0,0,Not_Canceled
INN27349,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,6,Aviation,0,0,0,95,0,Not_Canceled
INN27350,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110,0,Canceled
INN27351,1,0,0,1,Meal Plan 1,0,Room_Type 1,57,2018,3,10,Online,0,0,0,54.98,1,Not_Canceled
INN27352,2,0,0,4,Meal Plan 1,0,Room_Type 1,91,2018,6,15,Online,0,0,0,136.35,2,Not_Canceled
INN27353,2,0,1,2,Meal Plan 1,0,Room_Type 4,23,2017,10,2,Online,0,0,0,142,0,Not_Canceled
INN27354,2,0,2,3,Meal Plan 1,0,Room_Type 4,97,2018,10,22,Online,0,0,0,121.14,3,Not_Canceled
INN27355,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,2,11,Online,0,0,0,85,0,Canceled
INN27356,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,8,17,Online,0,0,0,124,0,Canceled
INN27357,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN27358,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,73.37,1,Not_Canceled
INN27359,1,0,0,1,Meal Plan 1,1,Room_Type 1,3,2018,3,3,Corporate,1,0,1,67,1,Not_Canceled
INN27360,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,98.1,0,Canceled
INN27361,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
INN27362,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75,0,Canceled
INN27363,1,0,1,3,Meal Plan 1,0,Room_Type 1,18,2017,9,7,Online,0,0,0,123.5,0,Not_Canceled
INN27364,2,0,2,3,Meal Plan 1,1,Room_Type 4,45,2018,5,12,Online,0,0,0,149.4,0,Not_Canceled
INN27365,1,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,7,11,Online,0,0,0,123.3,0,Canceled
INN27366,2,0,0,4,Meal Plan 1,0,Room_Type 1,87,2018,7,19,Offline,0,0,0,72.25,0,Not_Canceled
INN27367,1,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,49.5,0,Not_Canceled
INN27368,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,2018,11,25,Online,0,0,0,74.88,0,Not_Canceled
INN27369,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,30,Online,0,0,0,131,0,Not_Canceled
INN27370,2,0,0,2,Meal Plan 1,1,Room_Type 4,7,2018,1,29,Complementary,0,0,0,0,1,Not_Canceled
INN27371,3,0,1,2,Meal Plan 1,0,Room_Type 4,75,2018,11,18,Online,0,0,0,126,2,Not_Canceled
INN27372,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,2018,10,12,Corporate,1,0,7,98,1,Not_Canceled
INN27373,2,0,2,2,Meal Plan 1,0,Room_Type 5,27,2018,9,9,Online,0,0,0,167.2,0,Not_Canceled
INN27374,1,0,2,5,Meal Plan 1,0,Room_Type 1,89,2018,9,4,Offline,0,0,0,85,1,Not_Canceled
INN27375,2,0,2,3,Meal Plan 2,0,Room_Type 1,109,2018,7,10,Offline,0,0,0,102.25,0,Not_Canceled
INN27376,2,0,2,1,Meal Plan 1,0,Room_Type 1,53,2018,8,27,Offline,0,0,0,77.04,0,Canceled
INN27377,2,2,2,0,Meal Plan 1,0,Room_Type 2,35,2018,9,18,Online,0,0,0,248.49,1,Not_Canceled
INN27378,2,0,0,4,Meal Plan 1,0,Room_Type 4,274,2018,10,19,Online,0,0,0,99.45,1,Canceled
INN27379,2,0,2,1,Meal Plan 1,0,Room_Type 2,76,2018,3,19,Online,0,0,0,78.15,0,Canceled
INN27380,2,0,2,2,Meal Plan 1,0,Room_Type 1,61,2018,3,19,Offline,0,0,0,63.58,0,Not_Canceled
INN27381,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,66.5,0,Not_Canceled
INN27382,2,1,0,1,Meal Plan 1,0,Room_Type 1,38,2018,8,10,Online,0,0,0,152.1,1,Not_Canceled
INN27383,2,2,2,3,Meal Plan 2,0,Room_Type 6,111,2018,8,7,Online,0,0,0,237.6,0,Canceled
INN27384,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,15,Online,0,0,0,103,0,Not_Canceled
INN27385,2,2,2,1,Meal Plan 1,0,Room_Type 6,16,2017,9,5,Online,0,0,0,165,3,Not_Canceled
INN27386,2,0,1,3,Not Selected,0,Room_Type 1,38,2018,11,10,Offline,0,0,0,59.5,0,Not_Canceled
INN27387,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2018,3,5,Online,0,0,0,81.9,0,Canceled
INN27388,2,0,0,4,Meal Plan 1,0,Room_Type 4,17,2018,4,6,Online,0,0,0,133.5,0,Canceled
INN27389,1,0,0,1,Not Selected,0,Room_Type 1,15,2018,4,14,Online,1,0,1,98.1,0,Not_Canceled
INN27390,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,2018,11,19,Online,0,0,0,93.6,1,Not_Canceled
INN27391,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110,0,Canceled
INN27392,2,2,0,4,Meal Plan 1,0,Room_Type 6,32,2018,6,8,Online,0,0,0,191.7,0,Canceled
INN27393,2,0,0,1,Meal Plan 1,0,Room_Type 4,67,2018,11,22,Online,0,0,0,102.6,1,Not_Canceled
INN27394,2,0,2,5,Meal Plan 1,0,Room_Type 1,26,2017,10,31,Online,0,0,0,95.96,1,Not_Canceled
INN27395,2,0,1,2,Not Selected,0,Room_Type 1,11,2018,1,15,Online,0,0,0,75,0,Not_Canceled
INN27396,2,0,2,2,Meal Plan 1,0,Room_Type 1,136,2018,7,2,Online,0,0,0,93.08,0,Canceled
INN27397,1,0,1,1,Not Selected,0,Room_Type 1,79,2018,3,26,Online,0,0,0,85.5,0,Not_Canceled
INN27398,3,0,1,2,Meal Plan 1,0,Room_Type 4,15,2018,4,15,Online,0,0,0,154.33,0,Canceled
INN27399,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100,0,Canceled
INN27400,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,3,Online,0,0,0,105,0,Not_Canceled
INN27401,2,0,2,5,Meal Plan 1,0,Room_Type 1,110,2018,6,13,Online,0,0,0,119.85,4,Not_Canceled
INN27402,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,6,2,Online,0,0,0,111.35,0,Canceled
INN27403,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,29,Online,0,0,0,120,0,Not_Canceled
INN27404,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,0,0,0,96.3,5,Not_Canceled
INN27405,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,7,27,Corporate,0,0,0,65,0,Not_Canceled
INN27406,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,4,19,Online,0,0,0,95,0,Not_Canceled
INN27407,1,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,15,Offline,0,0,0,45,1,Not_Canceled
INN27408,3,0,2,5,Meal Plan 1,1,Room_Type 4,14,2018,2,14,Online,0,0,0,139,1,Not_Canceled
INN27409,2,0,2,5,Meal Plan 1,0,Room_Type 1,18,2018,11,20,Offline,0,0,0,68,0,Not_Canceled
INN27410,2,0,0,1,Meal Plan 1,0,Room_Type 4,76,2018,7,2,Online,0,0,0,131.4,0,Canceled
INN27411,2,0,0,2,Not Selected,0,Room_Type 1,20,2018,11,8,Online,0,0,0,185,1,Not_Canceled
INN27412,1,0,0,3,Meal Plan 1,0,Room_Type 4,3,2018,6,7,Online,0,0,0,109.85,2,Not_Canceled
INN27413,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,Canceled
INN27414,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,85.67,0,Not_Canceled
INN27415,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,10,1,Corporate,0,0,0,65,0,Not_Canceled
INN27416,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100,0,Not_Canceled
INN27417,1,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,83,0,Not_Canceled
INN27418,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,Not_Canceled
INN27419,1,0,0,3,Meal Plan 1,0,Room_Type 1,238,2018,10,13,Offline,0,0,0,80,0,Not_Canceled
INN27420,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130,0,Not_Canceled
INN27421,2,0,0,3,Not Selected,0,Room_Type 1,86,2018,4,14,Online,0,0,0,85.5,0,Canceled
INN27422,2,1,0,2,Meal Plan 1,0,Room_Type 1,128,2018,7,8,Online,0,0,0,130.5,0,Canceled
INN27423,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2017,8,26,Online,0,0,0,156,2,Not_Canceled
INN27424,2,2,0,1,Meal Plan 1,0,Room_Type 7,39,2018,8,13,Online,0,0,0,223.76,1,Not_Canceled
INN27425,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110,0,Canceled
INN27426,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,13,Online,0,0,0,106,0,Canceled
INN27427,2,0,2,1,Meal Plan 1,1,Room_Type 1,49,2017,12,5,Online,0,0,0,115.2,2,Not_Canceled
INN27428,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,2018,8,24,Offline,0,0,0,116.28,0,Canceled
INN27429,3,0,1,4,Meal Plan 1,0,Room_Type 4,24,2017,10,19,Offline,0,0,0,105,0,Not_Canceled
INN27430,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,2018,7,11,Corporate,1,2,12,65,0,Not_Canceled
INN27431,2,1,0,3,Not Selected,0,Room_Type 1,31,2018,8,30,Online,0,0,0,108,1,Not_Canceled
INN27432,2,1,1,2,Meal Plan 1,0,Room_Type 1,57,2018,11,11,Online,0,0,0,112.2,1,Canceled
INN27433,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Canceled
INN27434,2,1,2,2,Meal Plan 1,0,Room_Type 1,32,2018,7,3,Online,0,0,0,152.1,0,Canceled
INN27435,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2018,11,28,Offline,0,0,0,80,0,Not_Canceled
INN27436,2,1,0,2,Meal Plan 1,0,Room_Type 1,37,2018,7,28,Online,0,0,0,152.1,0,Canceled
INN27437,1,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,3,4,Online,0,0,0,88.4,0,Not_Canceled
INN27438,1,0,0,1,Meal Plan 1,1,Room_Type 1,35,2018,12,14,Corporate,0,0,0,79,1,Not_Canceled
INN27439,2,0,0,4,Not Selected,0,Room_Type 1,135,2017,8,19,Online,0,0,0,55.08,0,Canceled
INN27440,2,0,0,2,Not Selected,0,Room_Type 1,9,2018,2,12,Online,0,0,0,79,1,Canceled
INN27441,1,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,10,11,Online,0,0,0,97.02,2,Not_Canceled
